Sentence #,Word,POS,Tag
,Afghan,JJ,gpe
,soldiers,NNS,O
,.,.,O
505,The,DT,O
,Taleban,NNP,org
,later,RB,O
,claimed,VBD,O
,responsibility,NN,O
,for,IN,O
,the,DT,O
,blast,NN,O
,in,IN,O
,Kandahar,NNP,geo
,province,NN,O
,.,.,O
506,An,DT,O
,Afghan,JJ,gpe
,Army,NNP,org
,spokesman,NN,O
,said,VBD,O
,the,DT,O
,troops,NNS,O
,were,VBD,O
,traveling,VBG,O
,towards,IN,O
,the,DT,O
,nearby,JJ,O
,Pakistani,JJ,gpe
,border,NN,O
,when,WRB,O
,their,PRP$,O
,vehicle,NN,O
,hit,VBD,O
,the,DT,O
,mine,NN,O
,.,.,O
507,U.S.-led,JJ,O
,forces,NNS,O
,are,VBP,O
,hunting,VBG,O
,down,RP,O
,remnants,NNS,O
,of,IN,O
,Afghanistan,NNP,geo
,'s,POS,O
,ousted,JJ,O
,Taleban,NNP,org
,regime,NN,O
,who,WP,O
,frequently,RB,O
,carry,VBP,O
,out,RP,O
,hit,NN,O
,and,CC,O
,run,VB,O
,attacks,NNS,O
,on,IN,O
,coalition,NN,O
,and,CC,O
,Afghan,JJ,gpe
,government,NN,O
,forces,NNS,O
,",",",",O
,mainly,RB,O
,in,IN,O
,the,DT,O
,country,NN,O
,'s,POS,O
,eastern,JJ,O
,and,CC,O
,southern,JJ,O
,regions,NNS,O
,.,.,O
508,Four,CD,O
,key,JJ,O
,Palestinian,JJ,gpe
,militant,JJ,O
,groups,NNS,O
,say,VBP,O
,they,PRP,O
,are,VBP,O
,ending,VBG,O
,a,DT,O
,truce,NN,O
,aimed,VBN,O
,at,IN,O
,easing,VBG,O
,attacks,NNS,O
,on,IN,O
,Israel,NNP,geo
,.,.,O
509,In,IN,O
,separate,JJ,O
,statements,NNS,O
,issued,VBN,O
,Sunday,NNP,tim
,",",",",O
,Hamas,NNP,org
,and,CC,O
,the,DT,O
,Popular,NNP,org
,Resistance,NNP,org
,Committees,NNS,org
,said,VBD,O
,they,PRP,O
,were,VBD,O
,no,RB,O
,longer,RB,O
,bound,VBN,O
,by,IN,O
,the,DT,O
,truce,NN,O
,deal,NN,O
,brokered,VBN,O
,last,JJ,O
,March,NNP,tim
,by,IN,O
,Palestinian,NNP,org
,Authority,NNP,org
,President,NNP,per
,Mahmoud,NNP,per
,Abbas,NNP,per
,.,.,O
510,The,DT,O
,al-Aqsa,NNP,org
,Martyrs,NNP,org
,Brigades,NNP,org
,and,CC,O
,Islamic,NNP,org
,Jihad,NNP,org
,also,RB,O
,scrapped,VBD,O
,the,DT,O
,deal,NN,O
,",",",",O
,and,CC,O
,said,VBD,O
,they,PRP,O
,had,VBD,O
,fired,VBN,O
,rockets,NNS,O
,early,RB,O
,today,NN,O
,into,IN,O
,southern,JJ,O
,Israel,NNP,geo
,.,.,O
511,In,IN,O
,a,DT,O
,separate,JJ,O
,development,NN,O
,",",",",O
,gunmen,NNS,O
,in,IN,O
,the,DT,O
,Gaza,NNP,geo
,Strip,NNP,geo
,stormed,VBD,O
,a,DT,O
,club,NN,O
,for,IN,O
,United,NNP,org
,Nations,NNPS,org
,workers,NNS,O
,and,CC,O
,blew,VBD,O
,up,RP,O
,a,DT,O
,hall,NN,O
,where,WRB,O
,alcohol,NN,O
,was,VBD,O
,served,VBN,O
,.,.,O
512,There,EX,O
,were,VBD,O
,no,DT,O
,reports,NNS,O
,of,IN,O
,injuries,NNS,O
,and,CC,O
,no,DT,O
,claim,NN,O
,of,IN,O
,responsibility,NN,O
,.,.,O
513,A,DT,O
,short,JJ,O
,while,NN,O
,later,RB,O
,",",",",O
,gunmen,NNS,O
,in,IN,O
,Gaza,NNP,geo
,kidnapped,VBD,O
,an,DT,O
,Italian,JJ,gpe
,activist,NN,O
,near,IN,O
,Khan,NNP,geo
,Younis,NNP,geo
,",",",",O
,but,CC,O
,later,RB,O
,released,VBD,O
,him,PRP,O
,.,.,O
514,Coalition,NN,O
,troops,NNS,O
,in,IN,O
,Iraq,NNP,geo
,have,VBP,O
,captured,VBN,O
,a,DT,O
,suspected,JJ,O
,al-Qaida,NNP,org
,terrorist,NN,O
,during,IN,O
,a,DT,O
,raid,NN,O
,on,IN,O
,the,DT,O
,home,NN,O
,of,IN,O
,a,DT,O
,senior,JJ,O
,Sunni,NNP,geo
,Arab,NNP,geo
,politician,NN,O
,",",",",O
,Adnan,NNP,per
,al-Dulaymi,NNP,per
,.,.,O
515,U.S.,NNP,geo
,officials,NNS,O
,say,VBP,O
,they,PRP,O
,believe,VBP,O
,the,DT,O
,man,NN,O
,was,VBD,O
,involved,VBN,O
,in,IN,O
,planning,VBG,O
,car,NN,O
,bomb,NN,O
,attacks,NNS,O
,on,IN,O
,Baghdad,NNP,geo
,'s,POS,O
,Green,NNP,geo
,Zone,NNP,geo
,",",",",O
,which,WDT,O
,houses,VBZ,O
,government,NN,O
,",",",",O
,diplomatic,JJ,O
,and,CC,O
,military,JJ,O
,offices,NNS,O
,.,.,O
516,The,DT,O
,man,NN,O
,is,VBZ,O
,identified,VBN,O
,as,IN,O
,a,DT,O
,bodyguard,NN,O
,at,IN,O
,Mr.,NNP,per
,Dulaymi,NNP,per
,'s,POS,O
,home,NN,O
,in,IN,O
,the,DT,O
,Iraqi,JJ,gpe
,capital,NN,O
,.,.,O
517,Officials,NNS,O
,say,VBP,O
,the,DT,O
,raid,NN,O
,does,VBZ,O
,not,RB,O
,imply,VB,O
,the,DT,O
,politician,NN,O
,himself,PRP,O
,is,VBZ,O
,involved,VBN,O
,in,IN,O
,illegal,JJ,O
,activity,NN,O
,.,.,O
518,On,IN,O
,Friday,NNP,tim
,",",",",O
,Iraqi,JJ,gpe
,authorities,NNS,O
,imposed,VBD,O
,a,DT,O
,curfew,NN,O
,in,IN,O
,Baghdad,NNP,geo
,",",",",O
,because,IN,O
,of,IN,O
,fears,NNS,O
,of,IN,O
,new,JJ,O
,violence,NN,O
,.,.,O
519,The,DT,O
,ban,NN,O
,on,IN,O
,pedestrians,NNS,O
,and,CC,O
,vehicles,NNS,O
,was,VBD,O
,expected,VBN,O
,to,TO,O
,remain,VB,O
,in,IN,O
,effect,NN,O
,until,IN,O
,Sunday,NNP,tim
,.,.,O
520,In,IN,O
,the,DT,O
,northern,JJ,O
,city,NN,O
,of,IN,O
,Tal,NNP,geo
,Afar,NNP,geo
,",",",",O
,a,DT,O
,car,NN,O
,bomb,NN,O
,exploded,VBD,O
,Saturday,NNP,tim
,",",",",O
,killing,VBG,O
,two,CD,O
,people,NNS,O
,and,CC,O
,wounding,VBG,O
,30,CD,O
,others,NNS,O
,.,.,O
521,The,DT,O
,U.S.,NNP,gpe
,military,NN,O
,says,VBZ,O
,the,DT,O
,Iraqi,JJ,gpe
,army,NN,O
,has,VBZ,O
,captured,VBN,O
,three,CD,O
,suspected,JJ,O
,al-Qaida,NNP,org
,in,IN,O
,Iraq,NNP,geo
,leaders,NNS,O
,involved,VBN,O
,in,IN,O
,roadside,NN,O
,bomb,NN,O
,attacks,NNS,O
,.,.,O
522,Statements,NNS,O
,Wednesday,NNP,tim
,say,VBP,O
,the,DT,O
,suspects,NNS,O
,were,VBD,O
,detained,VBN,O
,in,IN,O
,separate,JJ,O
,operations,NNS,O
,north,NN,O
,of,IN,O
,Baghdad,NNP,geo
,in,IN,O
,Kirkuk,NNP,geo
,province,NN,O
,",",",",O
,and,CC,O
,in,IN,O
,the,DT,O
,towns,NNS,O
,of,IN,O
,Tarmiyah,NNP,geo
,and,CC,O
,Judaidah,NNP,geo
,.,.,O
523,The,DT,O
,military,NN,O
,says,VBZ,O
,U.S.,NNP,org
,Special,NNP,org
,Forces,NNP,org
,advised,VBD,O
,the,DT,O
,Iraqi,JJ,gpe
,army,NN,O
,in,IN,O
,all,DT,O
,three,CD,O
,operations,NNS,O
,.,.,O
524,The,DT,O
,U.S.,NNP,gpe
,military,NN,O
,also,RB,O
,says,VBZ,O
,Iraqi,JJ,gpe
,special,JJ,O
,operations,NNS,O
,forces,NNS,O
,detained,VBD,O
,seven,CD,O
,suspected,JJ,O
,criminals,NNS,O
,in,IN,O
,and,CC,O
,around,IN,O
,Baghdad,NNP,geo
,'s,POS,O
,Sadr,NNP,geo
,City,NNP,geo
,district,NN,O
,",",",",O
,a,DT,O
,stronghold,NN,O
,of,IN,O
,radical,JJ,O
,Shi'ite,NNP,org
,cleric,NN,O
,Moqtada,NNP,per
,al-Sadr,NNP,per
,.,.,O
525,U.S.,NNP,gpe
,and,CC,O
,Iraqi,JJ,gpe
,soldiers,NNS,O
,have,VBP,O
,been,VBN,O
,fighting,VBG,O
,Shi'ite,NNP,org
,militants,NNS,O
,in,IN,O
,Sadr,NNP,geo
,City,NNP,geo
,in,IN,O
,recent,JJ,O
,weeks,NNS,O
,as,IN,O
,part,NN,O
,of,IN,O
,a,DT,O
,crackdown,NN,O
,on,IN,O
,illegal,JJ,O
,militias,NNS,O
,.,.,O
526,The,DT,O
,United,NNP,org
,Nations,NNPS,org
,reports,VBZ,O
,a,DT,O
,halt,NN,O
,to,TO,O
,international,JJ,O
,aid,NN,O
,work,NN,O
,in,IN,O
,the,DT,O
,displaced,JJ,O
,persons,NNS,O
,',POS,O
,camps,NNS,O
,of,IN,O
,Zalinge,NNP,geo
,",",",",O
,in,IN,O
,Sudan,NNP,geo
,'s,POS,O
,Darfur,NNP,geo
,region,NN,O
,.,.,O
527,The,DT,O
,U.N.,NNP,org
,refugee,NN,O
,agency,NN,O
,says,VBZ,O
,international,JJ,O
,groups,NNS,O
,suspended,VBD,O
,their,PRP$,O
,activities,NNS,O
,in,IN,O
,the,DT,O
,camps,NNS,O
,after,IN,O
,a,DT,O
,mob,NN,O
,killed,VBN,O
,three,CD,O
,water,NN,O
,workers,NNS,O
,on,IN,O
,Thursday,NNP,tim
,.,.,O
528,It,PRP,O
,was,VBD,O
,unclear,JJ,O
,what,WP,O
,caused,VBD,O
,the,DT,O
,violence,NN,O
,.,.,O
529,Friday,NNP,tim
,",",",",O
,spokesman,NN,O
,Ron,NNP,per
,Redmond,NNP,per
,said,VBD,O
,agency,NN,O
,is,VBZ,O
,"""",``,O
,extremely,RB,O
,concerned,JJ,O
,"""",``,O
,about,IN,O
,what,WP,O
,he,PRP,O
,called,VBD,O
,the,DT,O
,continued,JJ,O
,deterioration,NN,O
,in,IN,O
,Darfur,NNP,geo
,'s,POS,O
,security,NN,O
,situation,NN,O
,.,.,O
530,Redmond,NNP,per
,listed,VBD,O
,a,DT,O
,number,NN,O
,of,IN,O
,attacks,NNS,O
,on,IN,O
,relief,NN,O
,groups,NNS,O
,over,IN,O
,the,DT,O
,past,JJ,O
,week,NN,O
,",",",",O
,including,VBG,O
,one,CD,O
,where,WRB,O
,an,DT,O
,aid,NN,O
,worker,NN,O
,was,VBD,O
,shot,VBN,O
,dead,JJ,O
,in,IN,O
,North,NNP,geo
,Darfur,NNP,geo
,.,.,O
531,World,NN,O
,leaders,NNS,O
,have,VBP,O
,been,VBN,O
,pressing,VBG,O
,Sudan,NNP,gpe
,to,TO,O
,accept,VB,O
,a,DT,O
,U.N.,NNP,org
,peacekeeping,NN,O
,force,NN,O
,in,IN,O
,Darfur,NNP,geo
,.,.,O
532,The,DT,O
,government,NN,O
,is,VBZ,O
,still,RB,O
,rejecting,VBG,O
,any,DT,O
,U.N.,NNP,org
,deployment,NN,O
,to,TO,O
,the,DT,O
,region,NN,O
,",",",",O
,where,WRB,O
,more,JJR,O
,than,IN,O
,three,CD,O
,years,NNS,O
,of,IN,O
,violence,NN,O
,has,VBZ,O
,killed,VBN,O
,nearly,RB,O
,"2,00,000",CD,O
,people,NNS,O
,",",",",O
,and,CC,O
,displaced,VBD,O
,some,DT,O
,two,CD,O
,million,CD,O
,others,NNS,O
,.,.,O
533,Iraq,NNP,gpe
,'s,POS,O
,parliament,NN,O
,has,VBZ,O
,approved,VBN,O
,six,CD,O
,new,JJ,O
,government,NN,O
,ministers,NNS,O
,",",",",O
,including,VBG,O
,four,CD,O
,from,IN,O
,the,DT,O
,country,NN,O
,'s,POS,O
,Sunni,NNP,org
,minority,NN,O
,which,WDT,O
,held,VBD,O
,power,NN,O
,under,IN,O
,Saddam,NNP,per
,Hussein,NNP,per
,.,.,O
534,However,RB,O
,",",",",O
,the,DT,O
,Sunni,NNP,org
,Human,NNP,org
,Rights,NNP,org
,appointee,NN,O
,Hashem,NNP,per
,Ashibli,NNP,per
,quickly,RB,O
,turned,VBD,O
,down,RP,O
,the,DT,O
,post,NN,O
,",",",",O
,leaving,VBG,O
,a,DT,O
,single,JJ,O
,vacancy,NN,O
,in,IN,O
,the,DT,O
,33-member,JJ,O
,cabinet,NN,O
,.,.,O
535,He,PRP,O
,said,VBD,O
,he,PRP,O
,could,MD,O
,not,RB,O
,accept,VB,O
,a,DT,O
,position,NN,O
,awarded,VBN,O
,on,IN,O
,a,DT,O
,sectarian,JJ,O
,basis,NN,O
,.,.,O
536,A,DT,O
,Sunni,NNP,gpe
,Arab,NN,gpe
,",",",",O
,Saadoun,NNP,per
,al-Dulaimi,NNP,per
,",",",",O
,has,VBZ,O
,been,VBN,O
,approved,VBN,O
,as,IN,O
,defense,NN,O
,minister,NN,O
,",",",",O
,and,CC,O
,a,DT,O
,Shi'ite,NN,O
,(,LRB,O
,Ibrahim,NNP,per
,Bahr,NNP,per
,al-Uloum,NNP,per
,),RRB,O
,will,MD,O
,head,VB,O
,the,DT,O
,all-important,JJ,O
,oil,NN,O
,ministry,NN,O
,.,.,O
537,Top,JJ,O
,slots,NNS,O
,in,IN,O
,the,DT,O
,ministries,NNS,O
,of,IN,O
,industry,NN,O
,and,CC,O
,electricity,NN,O
,were,VBD,O
,also,RB,O
,filled,VBN,O
,",",",",O
,along,IN,O
,with,IN,O
,a,DT,O
,third,JJ,O
,deputy,NN,O
,prime,JJ,O
,minister,NN,O
,position,NN,O
,.,.,O
538,Meanwhile,RB,O
,",",",",O
,Iraqi,JJ,gpe
,police,NNS,O
,say,VBP,O
,gunmen,NNS,O
,assassinated,VBD,O
,a,DT,O
,senior,JJ,O
,member,NN,O
,of,IN,O
,the,DT,O
,Transportation,NNP,org
,Ministry,NNP,org
,Zoba,NNP,per
,Yass,NNP,per
,and,CC,O
,his,PRP$,O
,driver,NN,O
,today,NN,O
,in,IN,O
,Baghdad,NNP,geo
,.,.,O
539,Separately,RB,O
,",",",",O
,U.S.,NNP,gpe
,officials,NNS,O
,say,VBP,O
,coalition,NN,O
,forces,NNS,O
,killed,VBD,O
,six,CD,O
,insurgents,NNS,O
,and,CC,O
,captured,VBD,O
,54,CD,O
,suspects,NNS,O
,early,JJ,O
,Sunday,NNP,tim
,near,IN,O
,the,DT,O
,western,JJ,O
,border,NN,O
,town,NN,O
,of,IN,O
,al-Qaim,NNP,geo
,.,.,O
540,The,DT,O
,U.S.,NNP,gpe
,government,NN,O
,is,VBZ,O
,delivering,VBG,O
,more,RBR,O
,bad,JJ,O
,news,NN,O
,on,IN,O
,the,DT,O
,country,NN,O
,'s,POS,O
,struggling,VBG,O
,economy,NN,O
,",",",",O
,saying,VBG,O
,first,JJ,O
,time,NN,O
,claims,NNS,O
,for,IN,O
,unemployment,NN,O
,benefits,NNS,O
,are,VBP,O
,at,IN,O
,a,DT,O
,26-year,JJ,O
,high,NN,O
,.,.,O
541,The,DT,O
,Labor,NNP,O
,Department,NNP,O
,report,NN,O
,",",",",O
,issued,VBN,O
,Thursday,NNP,tim
,",",",",O
,said,VBD,O
,the,DT,O
,number,NN,O
,of,IN,O
,laid-off,JJ,O
,workers,NNS,O
,applying,VBG,O
,for,IN,O
,benefits,NNS,O
,for,IN,O
,the,DT,O
,first,JJ,O
,time,NN,O
,soared,VBD,O
,to,TO,O
,"6,26,000",CD,O
,last,JJ,O
,week,NN,O
,.,.,O
542,Officials,NNS,O
,said,VBD,O
,the,DT,O
,total,JJ,O
,number,NN,O
,of,IN,O
,workers,NNS,O
,receiving,VBG,O
,unemployment,NN,O
,benefits,NNS,O
,is,VBZ,O
,now,RB,O
,close,JJ,O
,to,TO,O
,4.8,CD,O
,million,CD,O
,",",",",O
,another,DT,O
,record,NN,O
,.,.,O
543,A,DT,O
,comprehensive,JJ,O
,government,NN,O
,report,NN,O
,on,IN,O
,unemployment,NN,O
,is,VBZ,O
,due,JJ,O
,out,IN,O
,Friday,NNP,tim
,.,.,O
544,Economists,NNS,O
,surveyed,VBN,O
,by,IN,O
,news,NN,O
,organizations,NNS,O
,predict,VBP,O
,the,DT,O
,nationwide,JJ,O
,jobless,NN,O
,rate,NN,O
,will,MD,O
,rise,VB,O
,three-tenths,NNS,O
,of,IN,O
,a,DT,O
,percent,NN,O
,to,TO,O
,hit,VB,O
,7.5,CD,O
,percent,NN,O
,.,.,O
545,Despite,IN,O
,the,DT,O
,rising,VBG,O
,claims,NNS,O
,for,IN,O
,unemployment,NN,O
,insurance,NN,O
,",",",",O
,U.S.,NNP,gpe
,companies,NNS,O
,are,VBP,O
,squeezing,VBG,O
,more,JJR,O
,productivity,NN,O
,out,IN,O
,of,IN,O
,their,PRP$,O
,shrinking,NN,O
,workforces,NNS,O
,.,.,O
546,A,DT,O
,second,JJ,O
,Labor,NNP,O
,Department,NNP,O
,report,NN,O
,Thursday,NNP,tim
,said,VBD,O
,productivity,NN,O
,-,IN,O
,a,DT,O
,measure,NN,O
,of,IN,O
,how,WRB,O
,much,RB,O
,an,DT,O
,employee,NN,O
,produces,VBZ,O
,per,IN,O
,hour,NN,O
,-,:,O
,rose,VBD,O
,more,JJR,O
,than,IN,O
,three,CD,O
,percent,NN,O
,for,IN,O
,the,DT,O
,last,JJ,O
,three,CD,O
,months,NNS,O
,of,IN,O
,2008,CD,tim
,.,.,O
547,At,IN,O
,least,JJS,O
,17,CD,O
,people,NNS,O
,",",",",O
,including,VBG,O
,seven,CD,O
,children,NNS,O
,",",",",O
,were,VBD,O
,killed,VBN,O
,and,CC,O
,more,JJR,O
,than,IN,O
,70,CD,O
,others,NNS,O
,wounded,VBN,O
,in,IN,O
,an,DT,O
,explosion,NN,O
,Monday,NNP,tim
,at,IN,O
,a,DT,O
,home,NN,O
,used,VBN,O
,for,IN,O
,religious,JJ,O
,education,NN,O
,in,IN,O
,Pakistan,NNP,geo
,'s,POS,O
,Punjab,NNP,geo
,province,NN,O
,.,.,O
548,Officials,NNS,O
,in,IN,O
,the,DT,O
,Mian,NNP,geo
,Channu,NNP,geo
,area,NN,O
,said,VBD,O
,they,PRP,O
,believe,VBP,O
,the,DT,O
,blast,NN,O
,",",",",O
,which,WDT,O
,also,RB,O
,flattened,VBD,O
,more,JJR,O
,than,IN,O
,20,CD,O
,nearby,JJ,O
,houses,NNS,O
,",",",",O
,was,VBD,O
,caused,VBN,O
,by,IN,O
,a,DT,O
,cache,NN,O
,of,IN,O
,explosives,NNS,O
,stored,VBN,O
,in,IN,O
,the,DT,O
,house,NN,O
,.,.,O
549,They,PRP,O
,said,VBD,O
,the,DT,O
,rescuers,NNS,O
,were,VBD,O
,trying,VBG,O
,to,TO,O
,recover,VB,O
,people,NNS,O
,still,RB,O
,trapped,VBN,O
,in,IN,O
,the,DT,O
,rubble,NN,O
,.,.,O
550,The,DT,O
,house,NN,O
,belongs,VBZ,O
,to,TO,O
,a,DT,O
,Muslim,NNP,org
,cleric,NN,O
,who,WP,O
,has,VBZ,O
,been,VBN,O
,accused,VBN,O
,of,IN,O
,recruiting,VBG,O
,fighters,NNS,O
,for,IN,O
,a,DT,O
,banned,VBN,O
,militant,JJ,O
,group,NN,O
,.,.,O
551,It,PRP,O
,is,VBZ,O
,unclear,JJ,O
,what,WP,O
,triggered,VBD,O
,the,DT,O
,blast,NN,O
,",",",",O
,but,CC,O
,local,JJ,O
,police,NN,O
,searching,VBG,O
,through,IN,O
,the,DT,O
,debris,NN,O
,say,VBP,O
,they,PRP,O
,found,VBD,O
,rocket,NN,O
,launchers,NNS,O
,",",",",O
,grenades,NNS,O
,",",",",O
,and,CC,O
,several,JJ,O
,suicide-bomber,NN,O
,jackets,NNS,O
,.,.,O
552,Pakistani,JJ,gpe
,Prime,NNP,per
,Minister,NNP,per
,Yusuf,NNP,per
,Raza,NNP,per
,Gilani,NNP,per
,condemned,VBD,O
,the,DT,O
,blast,NN,O
,and,CC,O
,ordered,VBD,O
,an,DT,O
,inquiry,NN,O
,into,IN,O
,the,DT,O
,incident,NN,O
,.,.,O
553,A,DT,O
,U.S.,NNP,gpe
,immigration,NN,O
,judge,NN,O
,has,VBZ,O
,denied,VBN,O
,bail,NN,O
,for,IN,O
,Luis,NNP,per
,Posada,NNP,per
,Carriles,NNP,per
,",",",",O
,an,DT,O
,asylum-seeking,JJ,O
,former,JJ,O
,CIA,NNP,org
,operative,NN,O
,from,IN,O
,Cuba,NNP,geo
,.,.,O
554,U.S.,NNP,gpe
,authorities,NNS,O
,arrested,VBN,O
,the,DT,O
,77-year-old,JJ,O
,Posada,NNP,per
,Carriles,NNP,per
,in,IN,O
,May,NNP,tim
,after,IN,O
,he,PRP,O
,illegally,RB,O
,entered,VBD,O
,the,DT,O
,country,NN,O
,through,IN,O
,Mexico,NNP,geo
,.,.,O
555,Posada,NNP,per
,Carriles,NNP,per
,is,VBZ,O
,wanted,VBN,O
,in,IN,O
,Venezuela,NNP,geo
,for,IN,O
,his,PRP$,O
,alleged,JJ,O
,role,NN,O
,in,IN,O
,a,DT,O
,1976,CD,tim
,Cuban,JJ,gpe
,airliner,NN,O
,bombing,NN,O
,that,WDT,O
,killed,VBD,O
,73,CD,O
,people,NNS,O
,.,.,O
556,Some,DT,O
,20,CD,O
,years,NNS,O
,ago,RB,O
,",",",",O
,a,DT,O
,Venezuelan,JJ,gpe
,court,NN,O
,acquitted,VBN,O
,him,PRP,O
,of,IN,O
,a,DT,O
,role,NN,O
,in,IN,O
,the,DT,O
,bombing,NN,O
,.,.,O
557,He,PRP,O
,later,RB,O
,escaped,VBD,O
,from,IN,O
,prison,NN,O
,while,IN,O
,awaiting,VBG,O
,a,DT,O
,new,JJ,O
,trial,NN,O
,.,.,O
558,In,IN,O
,May,NNP,tim
,",",",",O
,U.S.,NNP,gpe
,officials,NNS,O
,rejected,VBD,O
,a,DT,O
,Venezuelan,JJ,gpe
,request,NN,O
,for,IN,O
,his,PRP$,O
,arrest,NN,O
,",",",",O
,citing,VBG,O
,a,DT,O
,lack,NN,O
,of,IN,O
,evidence,NN,O
,against,IN,O
,the,DT,O
,Cuban,JJ,gpe
,exile,NN,O
,who,WP,O
,holds,VBZ,O
,Venezuelan,JJ,gpe
,citizenship,NN,O
,.,.,O
559,Pakistani,JJ,gpe
,President,NNP,per
,Pervez,NNP,per
,Musharraf,NNP,per
,has,VBZ,O
,sought,VBN,O
,the,DT,O
,support,NN,O
,of,IN,O
,Pakistanis,NNS,gpe
,in,IN,O
,the,DT,O
,fight,NN,O
,against,IN,O
,religious,JJ,O
,extremism,NN,O
,and,CC,O
,terrorism,NN,O
,.,.,O
560,He,PRP,O
,underlined,VBD,O
,the,DT,O
,need,NN,O
,of,IN,O
,ridding,VBG,O
,the,DT,O
,society,NN,O
,of,IN,O
,extremism,NN,O
,and,CC,O
,terrorism,NN,O
,",",",",O
,saying,VBG,O
,they,PRP,O
,are,VBP,O
,hurting,VBG,O
,Pakistan,NNP,gpe
,'s,POS,O
,image,NN,O
,by,IN,O
,their,PRP$,O
,actions,NNS,O
,.,.,O
561,In,IN,O
,a,DT,O
,broadcast,NN,O
,address,NN,O
,to,TO,O
,the,DT,O
,nation,NN,O
,Thursday,NNP,tim
,",",",",O
,General,NNP,per
,Musharraf,NNP,per
,promised,VBD,O
,"""",``,O
,stern,JJ,O
,action,NN,O
,"""",``,O
,against,IN,O
,those,DT,O
,involved,VBN,O
,in,IN,O
,the,DT,O
,printing,NN,O
,",",",",O
,publication,NN,O
,and,CC,O
,distribution,NN,O
,of,IN,O
,hate,NN,O
,material,NN,O
,",",",",O
,including,VBG,O
,newspapers,NNS,O
,",",",",O
,magazines,NNS,O
,",",",",O
,pamphlets,NNS,O
,",",",",O
,and,CC,O
,audio,NN,O
,and,CC,O
,video,NN,O
,material,NN,O
,.,.,O
562,He,PRP,O
,said,VBD,O
,no,DT,O
,outlawed,JJ,O
,organization,NN,O
,will,MD,O
,be,VB,O
,allowed,VBN,O
,to,TO,O
,collect,VB,O
,donations,NNS,O
,and,CC,O
,action,NN,O
,will,MD,O
,be,VB,O
,taken,VBN,O
,against,IN,O
,those,DT,O
,who,WP,O
,preach,VBP,O
,hate,NN,O
,in,IN,O
,mosques,NNS,O
,.,.,O
563,Some,DT,O
,Western,JJ,O
,leaders,NNS,O
,have,VBP,O
,said,VBN,O
,Pakistan,NNP,gpe
,should,MD,O
,do,VB,O
,more,JJR,O
,to,TO,O
,curb,VB,O
,militancy,NN,O
,",",",",O
,and,CC,O
,that,IN,O
,extremists,NNS,O
,were,VBD,O
,operating,VBG,O
,in,IN,O
,Islamic,JJ,O
,schools,NNS,O
,",",",",O
,or,CC,O
,madrassas,NNS,O
,.,.,O
564,General,NNP,per
,Musharraf,NNP,per
,said,VBD,O
,all,DT,O
,madrassas,NNS,O
,in,IN,O
,Pakistan,NNP,geo
,must,MD,O
,be,VB,O
,registered,VBN,O
,with,IN,O
,the,DT,O
,government,NN,O
,by,IN,O
,the,DT,O
,end,NN,O
,of,IN,O
,this,DT,O
,year,NN,O
,.,.,O
565,U.S.,NNP,gpe
,health,NN,O
,officials,NNS,O
,have,VBP,O
,called,VBN,O
,for,IN,O
,updated,VBN,O
,quarantine,NN,O
,procedures,NNS,O
,",",",",O
,including,VBG,O
,better,JJR,O
,access,NN,O
,to,TO,O
,airline,NN,O
,and,CC,O
,ship,NN,O
,passenger,NN,O
,lists,NNS,O
,",",",",O
,to,TO,O
,protect,VB,O
,Americans,NNS,gpe
,from,IN,O
,infectious,JJ,O
,diseases,NNS,O
,",",",",O
,including,VBG,O
,bird,NN,O
,flu,NN,O
,.,.,O
566,The,DT,O
,changes,NNS,O
,",",",",O
,proposed,VBN,O
,by,IN,O
,the,DT,O
,U.S.,NNP,gpe
,Centers,NNPS,org
,for,IN,org
,Disease,NNP,org
,Control,NNP,org
,",",",",O
,would,MD,O
,apply,VB,O
,to,TO,O
,planes,NNS,O
,and,CC,O
,ships,NNS,O
,arriving,VBG,O
,from,IN,O
,outside,IN,O
,the,DT,O
,United,NNP,geo
,States,NNPS,geo
,as,RB,O
,well,RB,O
,as,IN,O
,some,DT,O
,domestic,JJ,O
,flights,NNS,O
,.,.,O
567,The,DT,O
,CDC,NNP,org
,also,RB,O
,called,VBD,O
,for,IN,O
,giving,VBG,O
,U.S.,NNP,gpe
,health,NN,O
,officials,NNS,O
,more,RBR,O
,authority,NN,O
,to,TO,O
,administer,VB,O
,medical,JJ,O
,treatment,NN,O
,and,CC,O
,vaccinations,NNS,O
,to,TO,O
,quarantined,JJ,O
,people,NNS,O
,.,.,O
568,Health,NN,O
,officials,NNS,O
,say,VBP,O
,the,DT,O
,need,NN,O
,for,IN,O
,new,JJ,O
,regulations,NNS,O
,became,VBD,O
,apparent,JJ,O
,during,IN,O
,the,DT,O
,2003,CD,tim
,SARS,NNP,nat
,",",",",O
,Severe,NNP,nat
,Acute,NNP,nat
,Respiratory,NNP,nat
,Syndrome,NNP,nat
,outbreak,NN,O
,",",",",O
,when,WRB,O
,authorities,NNS,O
,found,VBD,O
,it,PRP,O
,difficult,JJ,O
,to,TO,O
,get,VB,O
,in,IN,O
,touch,NN,O
,with,IN,O
,airline,NN,O
,passengers,NNS,O
,who,WP,O
,may,MD,O
,have,VB,O
,been,VBN,O
,exposed,VBN,O
,to,TO,O
,the,DT,O
,illness,NN,O
,.,.,O
569,The,DT,O
